"efo_id","disease_full_name","number_of_associations"
"Orphanet_177107","Syndromic hypothyroidism",538
"Orphanet_95716","Familial thyroid dyshormonogenesis",84
"Orphanet_275761","Lysosomal acid lipase deficiency",97
"MONDO_0100189","apolipoprotein A-I deficiency",32
"Orphanet_183637","Rare genetic adrenal disease",1735
"MONDO_0009410","Addison disease",71
"Orphanet_254525","Paternal 14q32.2 microdeletion syndrome",0
"MONDO_0014944","short stature-brachydactyly-obesity-global developmental delay syndrome",26
"Orphanet_631","Non-acquired isolated growth hormone deficiency",197
"Orphanet_73272","Growth delay due to insulin-like growth factor type 1 deficiency",607
"EFO_1001173","secondary hyperparathyroidism",269
"EFO_1001790","female athlete triad syndrome",1
"MONDO_0002721","necrosis of pituitary",14
"EFO_0007544","Waterhouse-Friderichsen syndrome",0
"EFO_0002970","muscular disease",9504
"MONDO_0021142","acquired rippling muscle disease",1
"MONDO_0100150","RYR1-related myopathy",536
"MONDO_0012237","nemaline myopathy 6",1
"MONDO_0018701","congenital nemaline myopathy",78
"Orphanet_3208","Isolated succinate-CoQ reductase deficiency",191
"MONDO_0032610","mitochondrial complex 1 deficiency, nuclear type 5",129
"Orphanet_98863","X-linked Emery-Dreifuss muscular dystrophy",256
"MONDO_0029133","muscular dystrophy, limb-girdle, autosomal dominant 4",136
"Orphanet_206554","Autosomal recessive limb-girdle muscular dystrophy type 2M",96
"Orphanet_268","Autosomal recessive limb-girdle muscular dystrophy type 2B",251
"Orphanet_280333","Autosomal recessive limb-girdle muscular dystrophy type 2P",75
"MONDO_0018549","late-onset scapuloperoneal muscular dystrophy with hyaline bodies",48
"Orphanet_397744","Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome",320
"Orphanet_609","Tibial muscular dystrophy",320
"Orphanet_319332","Autosomal recessive myogenic arthrogryposis multiplex congenita",73
"Orphanet_263494","DPM3-CDG",138
"Orphanet_370959","Congenital muscular dystrophy with cerebellar involvement",361
"Orphanet_206701","Bulbospinal muscular atrophy",641
"Orphanet_83330","Proximal spinal muscular atrophy type 1",246
"Orphanet_206713","Distal spinal muscular atrophy",974
"Orphanet_140465","Autosomal dominant distal hereditary motor neuropathy",650
"Orphanet_404538","X-linked distal hereditary motor neuropathy",25
"Orphanet_99936","Autosomal dominant Charcot-Marie-Tooth disease type 2B",130
"Orphanet_64748","Dejerine-Sottas syndrome",126
"Orphanet_300605","Juvenile amyotrophic lateral sclerosis",93
"Orphanet_371024","Qualitative or quantitative defects of alpha-dystroglycan",405
"Orphanet_207090","Qualitative or quantitative defects of collagen 6",288
"Orphanet_154","Familial isolated dilated cardiomyopathy",1709
"Orphanet_209044","Qualitative or quantitative defects of alphaB-cristallin",211
"EFO_1001897","Morvan syndrome",86
"Orphanet_66634","Dilated cardiomyopathy with ataxia",140
"Orphanet_349","Fucosidosis",14
"Orphanet_98733","Noonan syndrome and Noonan-related syndrome",579
"Orphanet_217572","Glycogen storage disease with hypertrophic cardiomyopathy",471
"MONDO_0012112","hypertrophic cardiomyopathy 10",18
"MONDO_0013477","hypertrophic cardiomyopathy 20",67
"EFO_0004686","non-compaction cardiomyopathy",15
"EFO_0009142","dilated cardiomyopathy, dominant",29
"MONDO_0000465","atrioventricular block (disease)",201
"MONDO_0000991","left bundle branch block",18
"EFO_1001299","Crush Syndrome",20
"Orphanet_3172","Eyebrow duplication - syndactyly",72
"Orphanet_2956","Prata-Liberal-Goncalves syndrome",0
"Orphanet_1319","Camptobrachydactyly",0
"Orphanet_64542","Acrofacial dysostosis, Kennedy-Teebi type",0
"Orphanet_392","Holt-Oram syndrome",125
"Orphanet_295067","Femoral agenesis/hypoplasia, bilateral",0
"Orphanet_973","Congenital absence/hypoplasia of fingers excluding thumb, unilateral",4
"Orphanet_295114","Congenital absence/hypoplasia of fingers excluding thumb, bilateral",0
"Orphanet_295118","Adactyly of foot, bilateral",0
"Orphanet_1034","Amniotic bands",5
"Orphanet_294935","Split hand or/and split foot malformation",146
"Orphanet_294992","Split hand",20
"Orphanet_295126","Split foot, bilateral",0
"Orphanet_294983","Acheiria",0
"Orphanet_3248","Distal symphalangism",48
"Orphanet_295215","Humero-ulnar synostosis, bilateral",0
"Orphanet_1988","Femoral-facial syndrome",15
"Orphanet_93335","Postaxial polydactyly type B",57
"Orphanet_295152","Polydactyly of an index finger, unilateral",0
"Orphanet_295177","Preaxial polydactyly of toes, bilateral",0
"Orphanet_2498","Syndactyly type 8",13
"MONDO_0007342","clubfoot",66
"Orphanet_2482","Melhem-Fahl syndrome",0
"MONDO_0001029","Klippel-Feil syndrome",94
"Orphanet_1531","Craniosynostosis",1405
"Orphanet_1538","Craniosynostosis - Dandy-Walker malformation - hydrocephalus",161
"Orphanet_139393","Syndromic craniosynostosis",1323
"Orphanet_1530","Craniosynostosis - cataract",0
"Orphanet_141258","Tessier number 4 facial cleft",25
"Orphanet_2549","Oculoauriculovertebral spectrum with radial defects",27
"Orphanet_171866","Spondyloepimetaphyseal dysplasia, aggrecan type",4
"Orphanet_93284","Spondyloepiphyseal dysplasia tarda",56
"Orphanet_1865","Dyssegmental dysplasia, Silverman-Handmaker type",72
"Orphanet_93357","SPONASTRIME dysplasia",5
"Orphanet_485","Kniest dysplasia",15
"Orphanet_2763","Osteocraniostenosis",48
"MONDO_0018764","microcephalic primordial dwarfism due to RTTN deficiency",22
"Orphanet_2616","3M syndrome",113
"Orphanet_93436","Acromelic dysplasia",705
"Orphanet_90652","Otopalatodigital syndrome type 2",53
"Orphanet_90650","Otopalatodigital syndrome type 1",97
"Orphanet_3144","Schneckenbecken dysplasia",41
"MONDO_0002185","hyperostosis",1223
"Orphanet_86820","Familial avascular necrosis of femoral head",47
"Orphanet_93422","Type 11 collagen-related bone disorder",241
"EFO_0007489","sphenoid sinusitis",1
"Orphanet_155889","Coloboma of inferior eyelid",0
"Orphanet_1248","Maxillonasal dysplasia",48
"Orphanet_1525","Cranio-osteoarthropathy",2
"Orphanet_3104","Robin sequence - oligodactyly",39
"Orphanet_916","Aase-Smith syndrome",1
"Orphanet_1150","Arthrogryposis multiplex congenita - whistling face",8
"Orphanet_156202","Otomandibular dysplasia associated with monogenic syndromes",215
"Orphanet_1452","Cleidocranial dysplasia",68
"Orphanet_168621","Dysplasia of head of femur, Meyer type",0
"Orphanet_166024","Multiple epiphyseal dysplasia, Al-Gazali type",12
"EFO_0007503","suppurative otitis media",136
"EFO_0007415","otitis media with effusion",141
"Orphanet_93441","Primary bone dysplasia with multiple joint dislocations",412
"EFO_0007364","meningoencephalitis",102
"EFO_0007494","sporotrichosis",21
"EFO_0007146","anisakiasis",4
"EFO_0010692","subcutaneous tissue infection",179
"MONDO_0021747","Acanthamoeba infectious disease",16
"EFO_1001438","Trematode Infections",2
"EFO_0007468","Rhabditida infectious disease",87
"Orphanet_2497","Upper limb mesomelic dysplasia",53
"EFO_1001144","rat-bite fever",0
"MONDO_0024355","respiratory tract infectious disease",3445
"EFO_0007345","lipid pneumonia",11
"EFO_0007257","eosinophilic pneumonia",119
"EFO_0000769","Epstein-Barr virus infection",2254
"EFO_0007152","Arterivirus infectious disease",0
"EFO_1001326","Flavivirus Infections",13
"EFO_1000842","Borrelia infectious disease",381
"Orphanet_3107","Autosomal dominant Robinow syndrome",171
"EFO_0010584","cancer antigen 19.9 measurement",0
"Orphanet_93442","Chondrodysplasia punctata",457
"Orphanet_79344","Autosomal dominant chondrodysplasia punctata",176
"EFO_0005660","plasma beta-amyloid 1-42 measurement",0
"Orphanet_93430","Multiple metaphyseal dysplasia",559
"Orphanet_1040","Metaphyseal anadysplasia",65
"Orphanet_364536","Primary bone dysplasia with micromelia",419
"EFO_1000999","joint disease",4797
"Orphanet_1077","Dental ankylosis",3
"Orphanet_99789","Dentin dysplasia type I",75
"EFO_1000892","dental fluorosis",85
"Orphanet_3289","Taurodontism",56
"Orphanet_167759","Hereditary dentin defect",146
"EFO_0009439","multiple births measurement",2
"EFO_0009885","frailty measurement",0
"EFO_0010482","gamma-aminoisobutyric acid measurement",0
"EFO_0004529","lipid measurement",1996
"EFO_0010396","sphingomyelin 22:1 measurement",0
"EFO_0010224","lysophosphatidylcholine measurement",19
"EFO_0010442","triacylglycerol 58:8 measurement",0
"EFO_0010410","triacylglycerol 50:3 measurement",0
"EFO_0010428","triacylglycerol 56:10 measurement",0
"EFO_0008317","very low density lipoprotein cholesterol measurement",66
"EFO_0007622","sRAGE measurement",8
"EFO_0005512","estrogen receptor status",1
"EFO_0006953","family history of lung cancer",17
"EFO_0007628","gas trapping measurement",6
"EFO_0008230","mental development measurement",6
"EFO_0006833","glucose effectiveness measurement",0
"EFO_0005851","height-adjusted body mass index",5
"EFO_0007800","body fat percentage",2028
"EFO_0004765","visceral adipose tissue measurement",444
"EFO_0004305","erythrocyte count",2452
"EFO_0008390","prothrombin time measurement",23
"EFO_0009243","Myeloid to Erythroid Ratio Measurement",0
"EFO_0009390","sum of neutrophil and eosinophil counts",513
"EFO_0010108","CD19-positive B-lymphocyte count",0
"EFO_0010109","CD56-positive NK-lymphocyte cell count",0
"EFO_0004536","total blood protein measurement",11
"EFO_0004682","QT interval",127
"EFO_0005200","antiphospholipid antibody measurement",9
"EFO_0005949","antinuclear antibody measurement",8
"EFO_0009350","Anti-herpes simplex virus 2 IgG measurement",0
"HP_0001522","Death in infancy",7
"EFO_0005278","cardiovascular disease biomarker measurement",3163
"EFO_0010497","hydroxide measurement",0
"EFO_0006957","X12063 measurement",17
"EFO_0004695","intraocular pressure measurement",642
"EFO_0004832","optic disc size measurement",55
"EFO_0010554","retinal vasculature measurement",0
"EFO_0004570","bilirubin measurement",54
"EFO_0006945","diastolic blood pressure change measurement",0
"EFO_0008328","chronotype measurement",1062
"EFO_0000428","dose",0
"EFO_0010448","3-hydroxyphenylacetic acid measurement",0
"EFO_0007878","alcohol consumption measurement",1240
"EFO_0008327","alpha-1-antitrypsin measurement",0
"EFO_0009435","arthritis disease activity score measurement",0
"EFO_0010456","allantoin measurement",0
"EFO_0005057","myoglobin measurement",0
"EFO_0004770","ovarian reserve",0
"EFO_0008471","cardiac stress biomarker measurement",10
"EFO_0007704","depressive episode measurement",29
"EFO_0004913","lentiform nucleus measurement",2
"EFO_0010126","time to first cigarette measurement",10
"EFO_0008487","lateral ventricle volume measurement",29
"EFO_0005092","entorhinal cortical volume",6
"EFO_0010146","parietal lobe volume measurement",2
"EFO_0010314","lingual gyrus volume measurement",0
"EFO_0010294","cingulate cortex volume measurement",0
"EFO_0010308","inferior temporal gyrus volume measurement",0
"EFO_0010329","superior frontal gyrus volume measurement",0
"EFO_0009097","positive domain measurement",0
"EFO_0006872","delta wave measurement",0
"EFO_0010602","brain age measurement",0
"EFO_0007849","functional brain measurement",0
"EFO_0007015","3-hydroxy-1-methylpropylmercapturic acid measurement",56
"EFO_0009882","urinary potassium to creatinine ratio",10
"EFO_0008362","farm exposure measurement",0
"EFO_0007717","carotid artery geometry measurement",27
"EFO_0010507","lactose measurement",0
"EFO_0010092","bitter alcoholic beverage consumption measurement",75
"EFO_0007970","estrone measurement",10
"EFO_0010467","carboxylic acid anion measurement",0
"EFO_0010490","glycochenodeoxycholate measurement",0
"EFO_0008405","susceptibility to hepatitis B infection measurement",1
"EFO_0008402","susceptibility to cold sores measurement",9
"EFO_0005021","collection longitude",0
"EFO_0004571","butyrylcholinesterase measurement",6
"EFO_0006517","interferon alpha measurement",1
"EFO_0010746","Inhibin B measurement",0
"EFO_0004555","glycoprotein measurement",255
"EFO_0008391","erythropoetin measurement",0
"EFO_0007806","total cholesterol change measurement",7
"EFO_0006515","angiotensin-converting enzyme measurement",3
"EFO_0006900","endothelial growth factor measurement",27
"EFO_0009794","NRF2 measurement",0
"EFO_0009227","Oxyhemoglobin to Total Hemoglobin Ratio Measurement",0
"EFO_0009225","Hemoglobin Tetramer Measurement",0
"EFO_0005918","osteoprotegerin measurement",9
"EFO_0005043","cardiac troponin T measurement",6
"EFO_0008174","interleukin 17 measurement",3
"EFO_0008311","tumor necrosis factor-inducible gene 6 protein measurement",4
"EFO_0010761","adenosine deaminase measurement",0
"EFO_0008090","complement C1r subcomponent measurement",3
"EFO_0010601","hepatitis A virus cellular receptor 1 measurement",0
"EFO_0008262","platelet glycoprotein 4 measurement",1
"EFO_0008027","annexin A2 measurement",3
"EFO_0008164","intercellular adhesion molecule 5 measurement",5
"EFO_0008022","angiogenin measurement",5
"EFO_0008135","ficolin-2 measurement",3
"EFO_0008315","vascular endothelial growth factor receptor 3 measurement",6
"EFO_0008010","[Pyruvate dehydrogenase acetyl-transferring] kinase isozyme 1, mitochondrial measurement",2
"EFO_0008268","programmed cell death 1 ligand 2 measurement",1
"EFO_0008177","interleukin 17 receptor D measurement",3
"EFO_0009416","CCL21 measurement",6
"EFO_0008021","alpha-2-macroglobulin receptor-associated protein measurement",9
"EFO_0010610","tumor necrosis factor receptor superfamily member 6 measurement",0
"EFO_0008284","sialic acid-binding Ig-like lectin 14 measurement",5
"EFO_0008122","eotaxin measurement",13
"EFO_0008297","teratocarcinoma-derived growth factor 1 measurement",6
"EFO_0008150","heparin cofactor 2 measurement",5
"EFO_0008272","proto-oncogene tyrosine-protein kinase receptor Ret measurement",3
"EFO_0008189","interleukin 7 measurement",1
"EFO_0008244","neurexophilin-1 measurement",3
"EFO_0010792","oncostatin-M measurement",0
"EFO_0008319","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 measurement",2
"EFO_0008065","calpastatin measurement",2
"EFO_0007852","thiopurine methyltransferase activity measurement",5
"EFO_0005528","parasitemia measurement",0
"MONDO_0001163","paranoid personality disorder",0
"EFO_1001260","alcoholic psychosis",3
"EFO_1001241","Wernicke encephalopathy",10
"EFO_1001759","alcohol amnestic disorder",0
"EFO_0003890","drug dependence",3076
"EFO_0004776","alcohol and nicotine codependence",2
"Orphanet_96334","Paternal uniparental disomy of chromosome 14",88
"Orphanet_254528","Maternal 14q32.2 microdeletion syndrome",0
"Orphanet_98794","Angelman syndrome due to maternal 15q11q13 deletion",0
"Orphanet_98464","X-linked syndromic intellectual disability",4913
"Orphanet_85326","X-linked intellectual disability, Stoll type",0
"Orphanet_397933","Severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome",0
"Orphanet_3062","X-linked intellectual disability, Schutz type",0
"MONDO_0026730","Basilicata-Akhtar syndrome",1
"Orphanet_85294","X-linked epilepsy - learning disabilities - behavior disorders",2
"Orphanet_2375","Laryngeal abductor paralysis - intellectual disability",42
"MONDO_0010318","FG syndrome 4",5
"Orphanet_1951","Epilepsy telangiectasia",0
"MONDO_0018820","recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome",1
"Orphanet_69737","Bosley-Salih-Alorainy syndrome",105
"Orphanet_1307","Distal limb deficiencies - micrognathia syndrome",65
"Orphanet_1088","Short stature-heart defect-craniofacial anomalies syndrome",0
"Orphanet_1083","Microlissencephaly",57
"Orphanet_263410","Infantile spams - psychomotor retardation - progressive brain atrophy - basal ganglia disease",0
"Orphanet_182073","Syndromic neurometabolic disease with non-X-linked intellectual disability",2368
"Orphanet_1970","Facial dysmorphism - macrocephaly - myopia - Dandy-Walker malformation",1
"Orphanet_1277","Brachydactyly - mesomelia - intellectual disability - heart defects",0
"Orphanet_401923","9q31.1q31.3 microdeletion syndrome",0
"Orphanet_1048","Isolated anencephaly/exencephaly",64
"EFO_1001977","3MC syndrome 2",22
"EFO_0009156","mental retardation, autosomal dominant 48",61
"MONDO_0030918","intellectual disability, autosomal dominant 52",662
"MONDO_0002182","communication disorder",301
"EFO_0006790","cerebral amyloid angiopathy",369
"MONDO_0011583","cerebral amyloid angiopathy, APP-related",27
"Orphanet_2289","Neuronal intranuclear inclusion disease",50
"Orphanet_98539","Early-onset ataxia with dementia",2748
"Orphanet_293848","Right temporal lobar atrophy",0
"MONDO_0032938","basal ganglia calcification, idiopathic, 8, autosomal recessive",78
"EFO_1001872","agoraphobia",136
"EFO_0009843","substance-induced sleep disorder",0
"MONDO_0001423","drug-induced mental disorder",3076
"NCIT_C117245","decreased attention",0
"EFO_0009963","bipolar I disorder",154
"EFO_0009608","stomach disease",6072
"EFO_1000826","atrophic gastritis",359
"Orphanet_300536","DDOST-CDG",17
"EFO_1001180","sialolithiasis",6
"MONDO_0004627","duodenitis",272
